postcode,state,region,area_type,sales_channel,customer_type,customer_segment,product_category,marketing_channel,device_type,fulfilment_type,discount_code_used,orders_2025,orders_2026,customers_2025,customers_2026,units_sold_2025,units_sold_2026,gross_sales_2025,gross_sales_2026,discounts_2025,discounts_2026,refunds_2025,refunds_2026,net_sales_2025,net_sales_2026,average_order_value_2025,average_order_value_2026,conversion_rate_2025,conversion_rate_2026,return_rate_2025,return_rate_2026,repeat_customer_rate_2025,repeat_customer_rate_2026
6100,WA,Perth,Metro,Shop App,Returning,High value,Beauty & Personal Care,Email / SMS,Mobile,Click & Collect,No,11,14,8,11,22,30,904.31,1196.58,74.63,118.94,23.14,7.3,806.54,1070.34,73.32,76.45,6.23%,6.15%,3.05%,0.85%,72.10%,71.60%
6100,WA,Perth,Metro,Marketplace,Returning,Active,Beauty & Personal Care,Direct,Mobile,Express Shipping,No,69,91,60,71,137,184,6278.79,8698.28,711.53,1136.68,227.28,153.54,5339.98,7408.06,77.39,81.41,3.42%,3.42%,4.75%,2.90%,49.39%,57.08%
6100,WA,Perth,Metro,Shop App,New,High value,Accessories,Organic Search,Desktop,Express Shipping,Yes,17,21,14,18,32,41,1704.64,2286.01,344.08,437.23,61.62,88.02,1298.94,1760.77,76.41,83.85,4.43%,4.30%,5.86%,5.73%,9.72%,14.19%
6100,WA,Perth,Metro,Shop App,New,Active,Apparel,Paid Social,Mobile,Standard Shipping,Yes,13,16,12,12,20,26,2108.18,2765.59,315.95,454.97,217.11,244.96,1575.12,2065.66,121.16,129.1,3.41%,3.29%,12.77%,10.96%,5.07%,9.84%
6121,WA,Perth,Metro,Marketplace,Returning,At risk,Footwear,Email / SMS,Mobile,Express Shipping,No,8,10,7,7,8,10,2595.38,3222.85,278.2,319.28,307.98,312.03,2009.2,2591.54,251.15,259.15,3.38%,3.77%,15.14%,16.61%,71.72%,76.96%
6121,WA,Perth,Metro,Online Store,Returning,Active,Apparel,Paid Search,Desktop,Standard Shipping,Yes,6,7,5,5,10,11,975.36,1297.19,74.43,110.86,86.76,160.17,814.17,1026.17,135.7,146.6,3.78%,4.46%,13.57%,14.97%,58.58%,57.38%
6121,WA,Perth,Metro,Marketplace,New,Active,Accessories,Paid Search,Mobile,Click & Collect,Yes,13,15,10,12,22,26,1372.22,1645.97,161.27,205.74,53.41,93.1,1157.53,1347.13,89.04,89.81,4.39%,4.78%,6.64%,7.11%,18.50%,21.07%
6121,WA,Perth,Metro,Social Commerce,New,At risk,Apparel,Direct,Desktop,Standard Shipping,No,13,14,11,12,21,24,2166.86,2491.29,269.51,353.65,251.33,214.46,1646.02,1923.19,126.62,137.37,3.46%,3.98%,16.77%,15.03%,5.92%,7.76%
6122,WA,Perth,Metro,Social Commerce,Returning,Active,Beauty & Personal Care,Direct,Mobile,Express Shipping,No,22,27,19,20,42,52,1752.58,2284.48,141.63,195.91,26.95,7.64,1583.99,2080.93,72.0,77.07,3.03%,2.93%,2.08%,0.50%,49.88%,56.76%
6122,WA,Perth,Metro,Online Store,New,Active,Footwear,Email / SMS,Mobile,Standard Shipping,No,6,7,5,6,7,8,1792.19,2090.29,151.95,165.55,161.52,155.98,1478.72,1768.75,246.45,252.68,4.56%,4.64%,14.25%,12.21%,9.48%,16.20%
6122,WA,Perth,Metro,Social Commerce,New,High value,Apparel,Paid Search,Mobile,Standard Shipping,Yes,11,12,8,9,15,17,2197.73,2656.91,330.13,398.11,196.56,298.04,1671.05,1960.76,151.91,163.4,2.46%,2.49%,15.24%,16.50%,14.72%,21.29%
6122,WA,Perth,Metro,Social Commerce,New,Active,Home & Lifestyle,Paid Social,Mobile,Express Shipping,No,21,26,15,21,28,37,3548.3,4900.51,222.98,332.43,63.41,138.71,3261.91,4429.36,155.33,170.36,1.59%,1.77%,3.16%,4.77%,11.41%,17.75%
6126,WA,Perth,Metro,Marketplace,Returning,New customer,Footwear,Paid Social,Mobile,Standard Shipping,No,19,22,14,16,23,27,5475.5,7140.23,495.09,557.06,389.42,710.94,4590.99,5872.23,241.63,266.92,5.18%,5.25%,11.12%,12.34%,63.28%,62.70%
6126,WA,Perth,Metro,Online Store,Returning,Active,Apparel,Paid Search,Mobile,Standard Shipping,Yes,6,7,5,6,9,10,1022.84,1217.77,152.04,190.33,76.7,86.97,794.1,940.47,132.35,134.35,2.85%,3.30%,13.13%,12.21%,75.28%,73.55%
6126,WA,Perth,Metro,Social Commerce,New,Reactivated,Apparel,Referral / Affiliate,Desktop,Standard Shipping,Yes,42,49,32,40,68,85,7500.55,9080.77,1387.22,1606.16,496.92,671.17,5616.42,6803.44,133.72,138.85,4.29%,4.45%,9.45%,10.87%,7.40%,8.20%
6126,WA,Perth,Metro,Online Store,Returning,Active,Accessories,Organic Search,Mobile,Standard Shipping,No,46,52,35,41,83,100,5510.93,6518.49,273.12,424.34,284.06,216.92,4953.75,5877.23,107.69,113.02,1.83%,1.79%,6.89%,5.77%,66.64%,70.96%
6148,WA,Perth,Metro,Online Store,Returning,Active,Footwear,Email / SMS,Mobile,Standard Shipping,Yes,118,138,87,98,122,141,31591.07,38456.27,4891.81,5405.97,2304.73,2503.22,24394.52,30547.08,206.73,221.36,5.28%,5.65%,9.70%,9.85%,74.08%,72.35%
6148,WA,Perth,Metro,Retail POS,New,Active,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,Yes,113,136,80,108,251,317,9479.14,11815.14,1374.64,1563.13,293.39,320.79,7811.11,9931.23,69.12,73.02,1.80%,1.87%,4.62%,4.63%,9.71%,10.51%
6148,WA,Perth,Metro,Online Store,New,Active,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,Yes,117,143,104,123,239,308,9215.61,11426.16,1384.4,1556.55,177.53,44.66,7653.68,9824.95,65.42,68.71,4.56%,4.57%,2.70%,0.57%,14.65%,17.88%
6148,WA,Perth,Metro,Online Store,Returning,High value,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,Yes,198,246,165,192,389,519,18991.72,24860.32,3359.76,4857.72,474.97,896.44,15156.98,19106.17,76.55,77.67,4.72%,4.71%,4.30%,5.06%,63.84%,67.54%
6152,WA,Perth,Metro,Online Store,New,Reactivated,Accessories,Paid Social,Desktop,Standard Shipping,No,15,15,11,11,26,27,1444.4,1592.48,73.4,61.98,24.54,28.43,1346.45,1502.07,89.76,100.14,4.45%,5.12%,2.58%,2.58%,5.53%,10.15%
6152,WA,Perth,Metro,Shop App,New,High value,Apparel,Paid Search,Mobile,Standard Shipping,No,47,53,42,44,78,90,7362.91,9178.49,316.62,368.56,418.52,651.77,6627.77,8158.16,141.02,153.93,3.23%,3.72%,9.87%,10.28%,17.77%,24.29%
6152,WA,Perth,Metro,Social Commerce,Returning,New customer,Apparel,Direct,Mobile,Standard Shipping,No,43,54,33,39,67,82,9894.21,13410.95,1166.67,1896.94,1071.72,1279.15,7655.83,10234.86,178.04,189.53,2.42%,2.64%,16.20%,15.96%,48.96%,51.14%
6152,WA,Perth,Metro,Online Store,New,At risk,Apparel,Email / SMS,Mobile,Standard Shipping,No,33,34,26,28,54,55,5030.8,5158.21,681.77,671.65,346.97,235.11,4002.06,4251.44,121.27,125.04,3.16%,3.40%,8.72%,7.65%,18.45%,25.02%
6153,WA,Perth,Metro,Online Store,New,High value,Apparel,Organic Search,Mobile,Express Shipping,No,11,11,8,8,17,17,1683.82,1700.11,81.49,65.32,115.48,101.48,1486.85,1533.31,135.17,139.39,3.25%,3.07%,9.23%,9.20%,21.86%,28.55%
6153,WA,Perth,Metro,Online Store,New,At risk,Home & Lifestyle,Organic Search,Desktop,Standard Shipping,Yes,30,32,24,22,40,44,7017.86,8034.63,1472.51,1846.24,293.41,338.81,5251.94,5849.58,175.06,182.8,3.97%,4.16%,7.36%,7.10%,6.57%,10.02%
6153,WA,Perth,Metro,Retail POS,Returning,Active,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,No,35,34,27,27,44,45,7256.13,7583.61,631.87,698.59,397.35,324.36,6226.91,6560.66,177.91,192.96,3.22%,3.09%,7.86%,7.75%,54.08%,53.63%
6153,WA,Perth,Metro,Retail POS,New,Active,Apparel,Email / SMS,Mobile,Express Shipping,No,40,42,27,31,59,64,6895.27,8055.82,939.78,1283.2,368.8,564.72,5586.69,6207.9,139.67,147.81,4.90%,5.09%,8.36%,9.22%,11.60%,12.95%
6156,WA,Perth,Metro,Social Commerce,Returning,Active,Apparel,Email / SMS,Desktop,Click & Collect,No,28,31,25,28,44,48,4573.26,5277.67,538.02,508.8,266.89,239.74,3768.35,4529.13,134.58,146.1,2.15%,2.52%,7.53%,6.27%,67.30%,67.13%
6156,WA,Perth,Metro,Shop App,New,Active,Accessories,Email / SMS,Mobile,Standard Shipping,Yes,30,39,24,33,57,75,3211.09,4177.61,452.16,578.57,150.19,107.84,2608.74,3491.2,86.96,89.52,3.39%,3.88%,5.57%,3.28%,16.78%,20.42%
6156,WA,Perth,Metro,Online Store,New,Active,Apparel,Paid Social,Mobile,Standard Shipping,Yes,48,57,34,43,67,79,10099.45,13059.79,1909.23,2766.99,768.33,935.22,7421.89,9357.58,154.62,164.17,3.66%,3.68%,11.96%,10.09%,5.83%,8.84%
6156,WA,Perth,Metro,Shop App,Returning,Active,Beauty & Personal Care,Email / SMS,Mobile,Express Shipping,No,22,25,18,18,44,51,2159.4,2583.96,266.06,259.64,15.56,22.63,1877.78,2301.69,85.35,92.07,4.71%,4.99%,1.12%,1.34%,63.06%,71.00%
6157,WA,Perth,Metro,Retail POS,Returning,At risk,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,Yes,76,73,57,60,99,98,16224.89,17254.26,1893.24,1976.87,645.52,955.7,13686.13,14321.68,180.08,196.19,4.57%,4.71%,5.22%,6.73%,59.78%,60.07%
6157,WA,Perth,Metro,Online Store,New,Active,Accessories,Paid Social,Desktop,Standard Shipping,Yes,52,53,46,40,96,100,5492.91,5877.72,996.72,1076.42,213.51,170.23,4282.68,4631.07,82.36,87.38,2.27%,2.58%,6.18%,4.72%,17.59%,23.68%
6157,WA,Perth,Metro,Marketplace,New,New customer,Accessories,Paid Search,Mobile,Standard Shipping,Yes,56,67,38,60,101,130,5906.87,7601.74,1021.24,1420.96,274.86,254.27,4610.78,5926.51,82.34,88.46,2.27%,2.51%,5.57%,4.40%,6.80%,9.13%
6157,WA,Perth,Metro,Social Commerce,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,Yes,20,22,14,15,21,24,6982.67,7988.23,1391.62,1511.47,693.54,823.61,4897.5,5653.14,244.88,256.96,2.74%,3.06%,12.57%,13.90%,52.31%,53.77%
6160,WA,Perth,Metro,Shop App,Returning,High value,Footwear,Paid Search,Desktop,Standard Shipping,Yes,32,37,23,25,33,39,13573.08,15348.42,2673.22,2723.21,1739.64,1455.95,9160.22,11169.27,286.26,301.87,2.40%,2.27%,15.38%,16.14%,76.68%,79.68%
6160,WA,Perth,Metro,Online Store,Returning,At risk,Apparel,Paid Search,Mobile,Standard Shipping,Yes,58,61,45,42,93,101,9937.54,11402.71,775.43,1125.81,682.25,870.65,8479.85,9406.25,146.2,154.2,5.47%,5.26%,9.00%,9.02%,68.52%,73.65%
6160,WA,Perth,Metro,Shop App,New,Reactivated,Home & Lifestyle,Organic Search,Desktop,Standard Shipping,No,30,34,22,25,40,48,5094.48,5912.2,620.11,707.14,343.95,218.1,4130.41,4986.96,137.68,146.68,4.30%,4.41%,8.55%,6.30%,8.99%,15.83%
6160,WA,Perth,Metro,Online Store,New,At risk,Beauty & Personal Care,Email / SMS,Mobile,Standard Shipping,No,128,161,106,139,245,315,10992.05,14795.47,901.01,1372.39,222.62,255.76,9868.42,13167.32,77.1,81.78,2.10%,2.16%,2.94%,2.22%,10.92%,12.02%
6166,WA,Perth,Metro,Online Store,New,At risk,Home & Lifestyle,Referral / Affiliate,Mobile,Standard Shipping,No,51,59,35,40,67,79,9880.35,12316.34,1443.26,2011.66,458.69,514.46,7978.4,9790.23,156.44,165.94,2.63%,2.63%,6.69%,7.40%,14.32%,13.49%
6166,WA,Perth,Metro,Marketplace,New,High value,Footwear,Organic Search,Mobile,Click & Collect,Yes,16,17,12,12,18,20,4672.77,5327.21,968.63,1075.67,363.99,425.84,3340.16,3825.7,208.76,225.04,3.81%,3.72%,9.74%,10.92%,7.32%,12.33%
6166,WA,Perth,Metro,Online Store,Returning,At risk,Home & Lifestyle,Paid Social,Mobile,Standard Shipping,Yes,92,95,76,65,116,119,21941.77,25669.0,5089.36,6594.73,729.34,921.72,16123.06,18152.55,175.25,191.08,5.42%,6.39%,4.19%,5.66%,71.82%,73.96%
6166,WA,Perth,Metro,Online Store,New,Active,Apparel,Email / SMS,Desktop,Standard Shipping,Yes,17,20,12,18,24,30,3785.92,4622.61,818.28,1113.1,439.21,441.11,2528.44,3068.4,148.73,153.42,2.56%,2.72%,15.71%,16.00%,13.32%,14.17%
6168,WA,Perth,Metro,Online Store,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,Yes,33,34,27,27,40,43,10012.48,10440.77,1159.49,977.91,862.2,756.31,7990.79,8706.55,242.15,256.08,2.25%,2.52%,11.44%,12.78%,58.80%,63.97%
6168,WA,Perth,Metro,Marketplace,Returning,At risk,Accessories,Paid Social,Mobile,Standard Shipping,No,76,96,55,77,142,190,6588.03,8499.28,242.25,312.71,148.91,89.54,6196.86,8097.03,81.54,84.34,3.49%,3.83%,4.08%,1.89%,62.46%,66.42%
6168,WA,Perth,Metro,Online Store,New,New customer,Footwear,Organic Search,Desktop,Standard Shipping,No,17,17,14,13,20,21,4852.5,5077.94,676.01,680.08,487.02,485.89,3689.47,3911.98,217.03,230.12,3.98%,4.54%,14.33%,13.70%,18.23%,24.85%
6168,WA,Perth,Metro,Online Store,New,Active,Accessories,Paid Search,Desktop,Express Shipping,No,35,42,31,28,59,69,4078.77,5145.62,589.81,767.8,104.39,74.19,3384.57,4303.63,96.7,102.47,2.71%,2.73%,4.21%,2.01%,9.61%,10.73%
6170,WA,Perth,Metro,Online Store,Returning,High value,Footwear,Email / SMS,Mobile,Standard Shipping,No,13,15,11,13,16,19,4628.84,5460.01,549.55,712.98,347.29,294.84,3732.01,4452.19,287.08,296.81,5.74%,5.86%,9.61%,7.30%,50.57%,58.18%
6170,WA,Perth,Metro,Shop App,New,Active,Beauty & Personal Care,Paid Search,Mobile,Click & Collect,No,98,123,69,94,217,284,8541.17,11122.81,949.98,1066.52,227.58,235.44,7363.6,9820.85,75.14,79.84,1.88%,1.83%,3.52%,2.68%,6.09%,9.90%
6170,WA,Perth,Metro,Retail POS,Returning,Active,Apparel,Referral / Affiliate,Desktop,Standard Shipping,No,1,1,1,1,2,2,179.75,205.27,9.82,9.29,19.93,20.86,150.0,175.12,150.0,175.12,2.14%,2.51%,14.83%,14.25%,56.06%,62.45%
6170,WA,Perth,Metro,Shop App,New,High value,Accessories,Organic Search,Mobile,Click & Collect,No,42,46,37,41,67,77,4660.47,5446.36,251.65,167.53,223.19,271.86,4185.64,5006.97,99.66,108.85,1.74%,1.94%,6.55%,7.87%,13.41%,17.44%
6173,WA,Perth,Metro,Online Store,New,Active,Accessories,Paid Search,Desktop,Express Shipping,Yes,29,36,26,25,50,66,3397.02,4212.12,624.55,746.33,146.0,195.36,2626.48,3270.43,90.57,90.85,1.45%,1.36%,7.14%,7.34%,14.91%,16.29%
6173,WA,Perth,Metro,Marketplace,New,High value,Footwear,Paid Search,Desktop,Standard Shipping,Yes,9,8,7,6,9,8,2504.46,2505.98,252.51,299.62,189.38,168.74,2062.57,2037.62,229.17,254.7,2.75%,2.63%,9.96%,11.70%,11.56%,14.83%
6173,WA,Perth,Metro,Retail POS,Returning,New customer,Home & Lifestyle,Paid Social,Desktop,Standard Shipping,No,16,15,12,12,22,20,3587.01,3751.92,127.81,226.83,227.17,252.61,3232.04,3272.48,202.0,218.17,5.29%,5.20%,7.87%,8.90%,59.37%,62.78%
6173,WA,Perth,Metro,Online Store,Returning,Active,Apparel,Paid Search,Desktop,Standard Shipping,No,7,8,6,6,12,14,1348.79,1573.71,127.17,117.86,116.98,123.85,1104.64,1332.0,157.81,166.5,4.51%,5.26%,10.96%,11.32%,72.54%,74.43%
6174,WA,Perth,Metro,Online Store,New,Reactivated,Home & Lifestyle,Email / SMS,Desktop,Standard Shipping,No,37,40,30,27,45,50,5890.36,6810.59,343.35,436.92,141.72,99.11,5405.29,6274.57,146.09,156.86,3.44%,4.04%,4.23%,2.22%,20.57%,26.38%
6174,WA,Perth,Metro,Social Commerce,Returning,High value,Beauty & Personal Care,Paid Search,Desktop,Standard Shipping,No,85,110,65,90,168,221,7799.07,10889.76,1009.31,1589.45,69.61,43.48,6720.16,9256.84,79.06,84.15,2.67%,2.85%,1.58%,0.50%,64.34%,69.44%
6174,WA,Perth,Metro,Online Store,New,New customer,Apparel,Paid Search,Desktop,Standard Shipping,Yes,17,17,12,14,26,26,4158.01,4046.3,728.58,686.63,460.38,356.93,2969.06,3002.74,174.65,176.63,3.15%,3.65%,14.44%,15.44%,15.55%,18.91%
6174,WA,Perth,Metro,Online Store,Returning,High value,Footwear,Paid Social,Desktop,Standard Shipping,No,19,22,14,15,20,24,4782.78,6268.6,148.76,147.07,504.54,880.2,4129.47,5241.33,217.34,238.24,2.45%,2.40%,17.97%,18.46%,75.87%,77.73%
6181,WA,Perth,Metro,Shop App,Returning,At risk,Beauty & Personal Care,Referral / Affiliate,Mobile,Standard Shipping,No,71,93,63,78,134,174,8053.3,10852.76,921.86,1094.58,210.42,90.99,6921.02,9667.2,97.48,103.95,3.79%,4.10%,3.27%,1.27%,60.42%,65.82%
6181,WA,Perth,Metro,Social Commerce,Returning,New customer,Accessories,Email / SMS,Mobile,Express Shipping,No,16,18,12,15,28,31,1748.84,2011.08,96.53,86.14,55.95,67.55,1596.36,1857.39,99.77,103.19,6.32%,6.00%,5.72%,5.91%,51.80%,54.43%
6181,WA,Perth,Metro,Social Commerce,New,Active,Footwear,Paid Search,Tablet,Express Shipping,Yes,2,2,1,2,2,2,557.37,682.25,110.17,140.18,38.53,38.36,408.66,503.71,204.33,251.86,3.06%,3.44%,9.10%,7.08%,20.08%,25.54%
6181,WA,Perth,Metro,Online Store,New,Active,Home & Lifestyle,Paid Social,Mobile,Standard Shipping,No,29,34,23,25,36,42,4602.3,5565.89,337.33,269.17,170.48,98.58,4094.5,5198.13,141.19,152.89,2.88%,3.30%,4.50%,2.15%,13.53%,14.85%
6208,WA,Regional WA,Regional,Online Store,New,High value,Accessories,Email / SMS,Mobile,Click & Collect,Yes,4,4,3,3,8,8,412.15,440.57,59.44,53.82,10.13,12.13,342.58,374.62,85.65,93.65,1.92%,1.85%,4.39%,4.20%,10.96%,12.86%
6208,WA,Regional WA,Regional,Online Store,Returning,High value,Footwear,Paid Social,Desktop,Standard Shipping,Yes,12,13,10,9,15,16,3754.71,4282.51,547.83,684.3,396.56,398.32,2810.32,3199.89,234.19,246.15,2.31%,2.53%,14.27%,15.35%,69.91%,69.67%
6208,WA,Regional WA,Regional,Online Store,Returning,Reactivated,Beauty & Personal Care,Organic Search,Desktop,Express Shipping,No,49,58,43,39,94,110,4647.1,5769.76,441.29,648.97,123.17,220.7,4082.65,4900.09,83.32,84.48,3.75%,4.39%,4.14%,5.74%,52.49%,53.83%
6208,WA,Regional WA,Regional,Shop App,New,Active,Accessories,Paid Social,Mobile,Standard Shipping,No,27,29,21,22,47,53,3196.63,3627.95,206.9,165.89,56.52,101.29,2933.22,3360.76,108.64,115.89,4.42%,4.32%,2.93%,4.72%,19.19%,24.91%
6213,WA,Regional WA,Regional,Online Store,New,Active,Footwear,Paid Social,Mobile,Express Shipping,No,14,14,13,12,16,16,4277.58,4052.79,263.07,172.08,264.65,185.77,3749.85,3694.94,267.85,263.92,1.47%,1.71%,9.64%,8.33%,12.96%,17.56%
6213,WA,Regional WA,Regional,Online Store,New,New customer,Apparel,Paid Social,Desktop,Standard Shipping,No,12,12,9,10,20,20,1848.56,1975.71,64.88,76.23,200.35,217.22,1583.33,1682.26,131.94,140.19,2.42%,2.82%,15.96%,14.44%,16.19%,21.26%
6213,WA,Regional WA,Regional,Online Store,Returning,Reactivated,Apparel,Paid Search,Mobile,Standard Shipping,Yes,18,18,12,13,30,30,4631.77,5011.9,1008.72,1154.09,349.0,344.96,3274.05,3512.85,181.89,195.16,5.12%,5.63%,9.35%,10.00%,48.90%,50.88%
6213,WA,Regional WA,Regional,Online Store,Returning,Active,Footwear,Direct,Mobile,Standard Shipping,Yes,35,36,25,29,41,44,12917.84,14183.92,2531.88,2708.09,665.47,993.12,9720.49,10482.71,277.73,291.19,3.88%,3.82%,9.09%,8.28%,50.25%,47.99%
6236,WA,Regional WA,Regional,Shop App,New,New customer,Apparel,Organic Search,Mobile,Standard Shipping,No,50,56,45,45,77,93,8090.21,9528.03,1122.56,1532.11,781.76,682.28,6185.89,7313.64,123.72,130.6,1.71%,1.64%,12.29%,10.87%,7.76%,11.80%
6236,WA,Regional WA,Regional,Online Store,Returning,New customer,Apparel,Paid Social,Mobile,Standard Shipping,No,26,29,18,23,44,53,4580.07,5201.98,303.54,264.46,424.85,288.18,3851.68,4649.34,148.14,160.32,3.53%,3.33%,11.62%,9.27%,67.37%,72.71%
6236,WA,Regional WA,Regional,Online Store,New,New customer,Footwear,Referral / Affiliate,Mobile,Standard Shipping,Yes,25,23,21,17,28,26,7883.03,7815.36,1943.46,1920.15,491.77,458.41,5447.8,5436.81,217.91,236.38,2.95%,3.43%,10.44%,10.61%,13.38%,19.75%
6236,WA,Regional WA,Regional,Shop App,Returning,High value,Footwear,Organic Search,Desktop,Standard Shipping,No,10,11,8,10,12,13,3790.25,4620.98,427.78,553.26,414.27,619.39,2948.2,3448.33,294.82,313.48,2.31%,2.19%,19.00%,16.66%,74.47%,73.11%
6258,WA,Regional WA,Remote,Online Store,Returning,Active,Beauty & Personal Care,Paid Search,Mobile,Standard Shipping,No,9,11,8,8,18,24,869.06,1124.82,128.19,184.76,26.33,55.1,714.53,884.96,79.39,80.45,2.70%,2.67%,4.22%,5.81%,68.27%,72.82%
6258,WA,Regional WA,Remote,Online Store,New,At risk,Beauty & Personal Care,Paid Social,Desktop,Standard Shipping,Yes,7,9,6,7,14,19,687.58,914.71,73.42,106.78,13.96,22.71,600.2,785.23,85.74,87.25,3.53%,3.90%,3.34%,3.65%,20.65%,22.58%
6258,WA,Regional WA,Remote,Social Commerce,New,Active,Apparel,Paid Social,Mobile,Express Shipping,Yes,10,11,8,10,15,17,2011.43,2267.97,206.9,279.23,185.61,168.25,1618.92,1820.5,161.89,165.5,3.15%,3.58%,10.86%,9.05%,16.26%,19.69%
6258,WA,Regional WA,Remote,Online Store,New,Reactivated,Footwear,Referral / Affiliate,Mobile,Express Shipping,Yes,5,5,4,4,6,6,1335.49,1458.37,166.19,165.36,149.44,151.38,1019.85,1141.62,203.97,228.32,3.47%,3.72%,17.21%,17.80%,19.35%,20.85%
6302,WA,Regional WA,Remote,Retail POS,Returning,New customer,Apparel,Paid Search,Mobile,Standard Shipping,No,41,42,33,36,64,67,6399.63,7147.32,241.21,306.6,285.69,384.91,5872.73,6455.81,143.24,153.71,4.36%,4.18%,7.02%,8.59%,58.53%,62.70%
6302,WA,Regional WA,Remote,Online Store,New,Active,Apparel,Paid Search,Desktop,Standard Shipping,No,13,14,10,10,21,23,2464.67,2707.65,330.74,301.87,171.63,186.28,1962.3,2219.51,150.95,158.54,2.95%,2.78%,12.58%,12.45%,13.92%,13.66%
6302,WA,Regional WA,Remote,Online Store,New,Active,Accessories,Organic Search,Mobile,Click & Collect,No,118,139,98,120,195,232,11168.02,13308.15,542.84,631.56,200.96,126.55,10424.21,12550.04,88.34,90.29,2.74%,2.96%,2.92%,1.26%,14.68%,15.25%
6302,WA,Regional WA,Remote,Social Commerce,Returning,High value,Accessories,Organic Search,Desktop,Standard Shipping,No,15,19,13,15,25,34,1662.71,2120.13,189.74,219.31,87.97,95.68,1385.0,1805.14,92.33,95.01,2.52%,2.75%,6.87%,6.31%,48.94%,55.68%
6308,WA,Regional WA,Regional,Shop App,Returning,High value,Beauty & Personal Care,Paid Social,Desktop,Standard Shipping,No,34,40,28,32,64,80,3359.11,4211.54,128.06,170.27,98.03,62.01,3133.02,3979.26,92.15,99.48,1.81%,1.98%,4.67%,2.67%,49.65%,53.29%
6308,WA,Regional WA,Regional,Online Store,Returning,New customer,Footwear,Direct,Desktop,Click & Collect,Yes,19,23,14,18,23,30,6336.25,7812.99,820.35,1007.03,725.65,721.26,4790.25,6084.7,252.12,264.55,2.70%,3.13%,13.95%,12.67%,56.53%,63.60%
6308,WA,Regional WA,Regional,Online Store,Returning,At risk,Apparel,Email / SMS,Desktop,Standard Shipping,Yes,27,31,25,26,42,49,6164.95,7340.89,901.34,1145.82,782.44,786.65,4481.17,5408.41,165.97,174.46,4.64%,5.14%,16.30%,15.48%,54.16%,55.24%
6308,WA,Regional WA,Regional,Online Store,New,At risk,Apparel,Direct,Mobile,Click & Collect,No,63,72,45,58,103,122,8754.54,10858.74,277.12,233.16,649.11,1116.22,7828.31,9509.35,124.26,132.07,3.82%,3.64%,12.17%,12.39%,17.63%,24.03%
6353,WA,Regional WA,Remote,Retail POS,New,High value,Apparel,Organic Search,Tablet,Standard Shipping,Yes,3,3,2,2,5,5,710.02,858.13,100.53,123.13,69.81,109.44,539.69,625.56,179.9,208.52,2.70%,2.67%,16.60%,18.29%,18.88%,22.05%
6353,WA,Regional WA,Remote,Social Commerce,New,Active,Footwear,Paid Search,Mobile,Standard Shipping,Yes,3,3,2,3,3,3,894.14,1057.98,103.58,142.9,81.15,138.36,709.42,776.72,236.47,258.91,3.76%,3.93%,15.41%,16.36%,9.04%,8.45%
6353,WA,Regional WA,Remote,Retail POS,Returning,New customer,Footwear,Paid Social,Mobile,Click & Collect,No,1,1,1,1,1,1,313.4,349.41,16.56,17.85,18.99,11.15,277.85,320.41,277.85,320.41,4.11%,4.53%,8.15%,5.71%,52.10%,54.17%
6353,WA,Regional WA,Remote,Online Store,Returning,Active,Footwear,Direct,Mobile,Express Shipping,Yes,1,1,1,1,1,1,380.83,404.89,52.32,54.3,55.47,59.12,273.04,291.47,273.04,291.47,3.82%,4.50%,18.15%,17.77%,56.44%,63.32%
6359,WA,Regional WA,Remote,Online Store,New,New customer,Apparel,Email / SMS,Desktop,Standard Shipping,No,18,18,15,16,27,29,3033.67,3149.44,285.62,344.38,159.3,135.17,2588.75,2669.89,143.82,148.33,2.62%,2.80%,9.19%,7.08%,19.80%,21.70%
6359,WA,Regional WA,Remote,Social Commerce,Returning,New customer,Apparel,Email / SMS,Mobile,Standard Shipping,Yes,17,21,15,15,25,31,3754.55,4916.89,550.2,758.59,333.03,446.55,2871.31,3711.75,168.9,176.75,5.75%,6.50%,14.58%,12.27%,75.51%,78.61%
6359,WA,Regional WA,Remote,Retail POS,New,High value,Accessories,Paid Social,Mobile,Standard Shipping,Yes,5,6,3,5,9,11,484.05,573.51,49.75,53.23,20.54,21.37,413.77,498.9,82.75,83.15,2.95%,3.11%,6.86%,5.45%,7.02%,11.95%
6359,WA,Regional WA,Remote,Social Commerce,Returning,High value,Footwear,Paid Search,Desktop,Standard Shipping,No,8,10,7,7,9,12,2652.35,3303.86,281.74,423.19,413.97,496.47,1956.65,2384.2,244.58,238.42,1.94%,1.93%,18.93%,18.51%,70.14%,73.57%
6383,WA,Regional WA,Regional,Shop App,New,Reactivated,Apparel,Referral / Affiliate,Mobile,Express Shipping,No,8,9,6,7,12,13,1517.53,1827.37,224.06,306.2,125.31,121.2,1168.16,1399.96,146.02,155.55,4.00%,4.01%,9.73%,9.33%,8.49%,13.43%
